id,user,raw_message,clean_message,links,topic,source,timestamp
246,lorforlinux,"lorforlinux: @Mr. Pandey Hey, you can explore the ideas and start a discussion on forum https://forum.beagleboard.org/c/gsoc/13","@Mr. Pandey Hey, you can explore the ideas and start a discussion on forum https://forum.beagleboard.org/c/gsoc/13",['https://forum.beagleboard.org/c/gsoc/13'],gsoc_planning,gsoc,2023-2024
247,dhruvag2000,dhruvag2000: @Nishanth Menon @vaishnav  is upstreaming the remaining AI-64 zephyr support worthy of a gsoc project for this year? Let me know I'll create an entry on ideas page accordingly.,@Nishanth Menon @vaishnav  is upstreaming the remaining AI-64 zephyr support worthy of a gsoc project for this year? Let me know I'll create an entry on ideas page accordingly.,[],gsoc_planning,gsoc,2023-2024
248,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
249,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
250,nmenon,"nmenon: Yes, we will also need a project similar to UBoot what sumit is doing automatic Dt sync with kernel dt.","Yes, we will also need a project similar to UBoot what sumit is doing automatic Dt sync with kernel dt.",[],kernel_dev,gsoc,2023-2024
251,dhruvag2000,"dhruvag2000: I think for that to be even possible, we have wider issues to tackle in zephyr? I don't think any DT as is or even close to as is in kernel or uboot would work in zephyr?
I think for starters we can have a POC project to show what effort is needed and how kernel DTs can be synced with zephyr.
Basically your LPC talk, but now in the form of a PR 😉","I think for that to be even possible, we have wider issues to tackle in zephyr? I don't think any DT as is or even close to as is in kernel or uboot would work in zephyr?
I think for starters we can have a POC project to show what effort is needed and how kernel DTs can be synced with zephyr.
Basically your LPC talk, but now in the form of a PR 😉",[],kernel_dev,gsoc,2023-2024
252,nmenon,nmenon: Yup,Yup,[],general,gsoc,2023-2024
253,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
254,dhruvag2000,"dhruvag2000: that's prbably more of a ""zephyr"" GSOC not Beagleboard. Let me see if I can reach out to someone from LFX in that case","that's prbably more of a ""zephyr"" GSOC not Beagleboard. Let me see if I can reach out to someone from LFX in that case",[],gsoc_planning,gsoc,2023-2024
255,nmenon,nmenon: Could be contribution by beagle being the first platform to do that.,Could be contribution by beagle being the first platform to do that.,[],general,gsoc,2023-2024
256,dhruvag2000,"dhruvag2000: https://forum.beagleboard.org/t/zephyr-dt-sync-with-kernel-dt/37295
Placeholder created","https://forum.beagleboard.org/t/zephyr-dt-sync-with-kernel-dt/37295
Placeholder created",['https://forum.beagleboard.org/t/zephyr-dt-sync-with-kernel-dt/37295'],kernel_dev,gsoc,2023-2024
257,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
258,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
259,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
260,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
261,cfriedt,"cfriedt: Sorry for the fly-by, but this person seems to really want to do GSoC in Zephyr - in case Beagle wants some additional help and would like to mentor someone again this year.
https://discord.com/channels/720317445772017664/952352276419321907/1204705687062446107","Sorry for the fly-by, but this person seems to really want to do GSoC in Zephyr - in case Beagle wants some additional help and would like to mentor someone again this year.
https://discord.com/channels/720317445772017664/952352276419321907/1204705687062446107",['https://discord.com/channels/720317445772017664/952352276419321907/1204705687062446107'],kernel_dev,gsoc,2023-2024
262,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
263,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
264,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
265,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
266,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
267,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
268,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
269,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
270,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
271,anujdeshpande,"anujdeshpande: @cfriedt there's some GSoC ideas around zephyr being discussed here - https://forum.beagleboard.org/tags/c/gsoc/13/gsoc-ideas
Should we ask the student to check those out?","@cfriedt there's some GSoC ideas around zephyr being discussed here - https://forum.beagleboard.org/tags/c/gsoc/13/gsoc-ideas
Should we ask the student to check those out?",['https://forum.beagleboard.org/tags/c/gsoc/13/gsoc-ideas'],kernel_dev,gsoc,2023-2024
272,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
273,jkridner,jkridner: Hi all. Welcome to 2024 GSoC.... our application to be a mentoring organization has been submitted and lots of work has gone into https://bbb.io/gsoc.,Hi all. Welcome to 2024 GSoC.... our application to be a mentoring organization has been submitted and lots of work has gone into https://bbb.io/gsoc.,['https://bbb.io/gsoc.'],gsoc_planning,gsoc,2023-2024
274,jkridner,jkridner: @lorforlinux can we merge in the latest merge requests?,@lorforlinux can we merge in the latest merge requests?,[],general,gsoc,2023-2024
275,lorforlinux,"lorforlinux: @JKridner Yes please, let's do that.","@JKridner Yes please, let's do that.",[],general,gsoc,2023-2024
276,jkridner,jkridner: Seems I am connected on the voice channel... frightening.,Seems I am connected on the voice channel... frightening.,[],general,gsoc,2023-2024
277,jkridner,jkridner: Have I mentioned I hate Discord? 😄,Have I mentioned I hate Discord? 😄,[],general,gsoc,2023-2024
278,jkridner,"jkridner: ah, nice. all merged.","ah, nice. all merged.",[],general,gsoc,2023-2024
279,lorforlinux,"lorforlinux: And it's not easy to exit if you are new to Discord, happens with me often.","And it's not easy to exit if you are new to Discord, happens with me often.",[],general,gsoc,2023-2024
280,jkridner,"jkridner: yeah, people just spying on you all the time. 😄","yeah, people just spying on you all the time. 😄",[],general,gsoc,2023-2024
281,jkridner,jkridner: we should probably do some kind of minutes on the forum.,we should probably do some kind of minutes on the forum.,[],general,gsoc,2023-2024
282,lorforlinux,lorforlinux: @JKridner,@JKridner,[],general,gsoc,2023-2024
283,jkridner,"jkridner: Action:
* Add other GSoC dates to the calendar
* 1-wide video for past projects, but add to navigation headers","Action:
* Add other GSoC dates to the calendar
* 1-wide video for past projects, but add to navigation headers",[],gsoc_planning,gsoc,2023-2024
284,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
285,jkridner,jkridner: @av500 going to be at all engaged with GSoC this year?,@av500 going to be at all engaged with GSoC this year?,[],gsoc_planning,gsoc,2023-2024
286,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
287,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
288,lorforlinux,lorforlinux: @melta101 We can add couple of nice videos on index page of past proposals sections.,@melta101 We can add couple of nice videos on index page of past proposals sections.,[],gsoc_planning,gsoc,2023-2024
289,melta101,"melta101: yea,
ill curate and submit a pr","yea,
ill curate and submit a pr",[],general,gsoc,2023-2024
290,lorforlinux,lorforlinux: And for all the projects we can just have a red YouTube button beside elinux & gsoc archive button.,And for all the projects we can just have a red YouTube button beside elinux & gsoc archive button.,[],gsoc_planning,gsoc,2023-2024
291,lorforlinux,"lorforlinux: Thanks, looking forward to that.","Thanks, looking forward to that.",[],general,gsoc,2023-2024
292,melta101,"melta101: so the layout should  be something like this?
name: 
desc       link
                link
               link","so the layout should  be something like this?
name: 
desc       link
                link
               link",[],general,gsoc,2023-2024
293,lorforlinux,lorforlinux: Let me quickly create a template for you.,Let me quickly create a template for you.,[],general,gsoc,2023-2024
294,melta101,melta101: sure!,sure!,[],general,gsoc,2023-2024
295,melta101,"melta101: @lorforlinux u can just give a rough sketch
ill work upon that","@lorforlinux u can just give a rough sketch
ill work upon that",[],general,gsoc,2023-2024
296,lorforlinux,lorforlinux: ,,[],general,gsoc,2023-2024
297,lorforlinux,"lorforlinux: Commit: https://openbeagle.org/lorforlinux/gsoc.beagleboard.io/-/commit/fa6d5886e247077304b048ade8da666276a7bda3
Rendered: https://gsoc-beagleboard-io-lorforlinux-b3ddd8320713fed9f44bfaf1cb8045d.beagleboard.io/projects/2010.html#gsoc-2010-projects","Commit: https://openbeagle.org/lorforlinux/gsoc.beagleboard.io/-/commit/fa6d5886e247077304b048ade8da666276a7bda3
Rendered: https://gsoc-beagleboard-io-lorforlinux-b3ddd8320713fed9f44bfaf1cb8045d.beagleboard.io/projects/2010.html#gsoc-2010-projects","['https://openbeagle.org/lorforlinux/gsoc.beagleboard.io/-/commit/fa6d5886e247077304b048ade8da666276a7bda3', 'https://gsoc-beagleboard-io-lorforlinux-b3ddd8320713fed9f44bfaf1cb8045d.beagleboard.io/projects/2010.html#gsoc-2010-projects']",gsoc_planning,gsoc,2023-2024
298,lorforlinux,lorforlinux: @melta101 let me know if you had a different layout in mind.,@melta101 let me know if you had a different layout in mind.,[],general,gsoc,2023-2024
299,lorforlinux,lorforlinux: @JKridner Please confirm if this layout is good to go.,@JKridner Please confirm if this layout is good to go.,[],general,gsoc,2023-2024
300,lorforlinux,lorforlinux: *eLinux,*eLinux,[],general,gsoc,2023-2024
301,melta101,melta101: Looks good,Looks good,[],general,gsoc,2023-2024
302,melta101,melta101: We may need to change some description as some of them are very long paragraphs,We may need to change some description as some of them are very long paragraphs,[],general,gsoc,2023-2024
303,lorforlinux,"lorforlinux: Yes, sounds like a plan!","Yes, sounds like a plan!",[],general,gsoc,2023-2024
304,jkridner,jkridner: Playlist might be good.,Playlist might be good.,[],general,gsoc,2023-2024
305,jkridner,jkridner: I’d just use the term “Proposal” and let it link to whatever tool we used for the proposal.,I’d just use the term “Proposal” and let it link to whatever tool we used for the proposal.,[],gsoc_planning,gsoc,2023-2024
306,jkridner,"jkridner: otherwise, I like the layout.","otherwise, I like the layout.",[],general,gsoc,2023-2024
307,jkridner,"jkridner: er, but I like the video thumbnails.","er, but I like the video thumbnails.",[],general,gsoc,2023-2024
308,jkridner,jkridner: they break up all the text,they break up all the text,[],general,gsoc,2023-2024
309,jkridner,jkridner: @lorforlinux just showed to @ChristiLong and we should bring back the video thumbnail.,@lorforlinux just showed to @ChristiLong and we should bring back the video thumbnail.,[],general,gsoc,2023-2024
310,melta101,"melta101: how about having the description on the left and video on the right 
because some of the projects don't have a videos","how about having the description on the left and video on the right 
because some of the projects don't have a videos",[],general,gsoc,2023-2024
311,lorforlinux,"lorforlinux: Okie, let's do that.","Okie, let's do that.",[],general,gsoc,2023-2024
312,lorforlinux,lorforlinux: We can try but It may look uneven.,We can try but It may look uneven.,[],general,gsoc,2023-2024
313,melta101,melta101: The main issue is some projects don't have a video,The main issue is some projects don't have a video,[],general,gsoc,2023-2024
314,lorforlinux,lorforlinux: That's okay,That's okay,[],general,gsoc,2023-2024
315,melta101,melta101: okay,okay,[],general,gsoc,2023-2024
316,unknown,"aryannanda.: Hi everyone,
I am Aryan Nanda a sophomore pursuing a bachelor’s degree of Computer Science at VJTI, Mumbai . I have worked on building a gesture controlled navigation from scratch where I learnt a lot about Deep Learning, Computer Vision and the YOLO algorithm. I have also worked with embedded systems and the ESP microcontroller.
I am very interested in the last year's project *""YOLO models on the X15/AI-64""* , where the goal is to reduce the inference time of the ARM processor to 1 second or le","aryannanda.: Hi everyone,
I am Aryan Nanda a sophomore pursuing a bachelor’s degree of Computer Science at VJTI, Mumbai . I have worked on building a gesture controlled navigation from scratch where I learnt a lot about Deep Learning, Computer Vision and the YOLO algorithm. I have also worked with embedded systems and the ESP microcontroller.
I am very interested in the last year's project *""YOLO models on the X15/AI-64""* , where the goal is to reduce the inference time of the ARM processor to 1 second or le",[],general,gsoc,2023-2024
317,suraj0215,"suraj0215: Hello BeagleBoard Community! I am Suraj Sonawane, a pre-final year undergraduate student of ECE Engineering from VJTI, Mumbai. I have a decent exposure to Embedded Systems and Real-Time Operating Systems. I'm excited to participate in GSoC, focusing on **Upstream Zephyr Support on BBAI-64 R5** project. I'm looking forward to connecting with fellow enthusiasts and learning more! 
Could you please guide me on how to get started?","Hello BeagleBoard Community! I am Suraj Sonawane, a pre-final year undergraduate student of ECE Engineering from VJTI, Mumbai. I have a decent exposure to Embedded Systems and Real-Time Operating Systems. I'm excited to participate in GSoC, focusing on **Upstream Zephyr Support on BBAI-64 R5** project. I'm looking forward to connecting with fellow enthusiasts and learning more! 
Could you please guide me on how to get started?",[],gsoc_planning,gsoc,2023-2024
318,dhruvag2000,"dhruvag2000: Hello @Suraj Sonawane !
You can take a look at the work done last year project on add zephyr support for BBAI64
https://elinux.org/BeagleBoard/GSoC/2023_Proposal/PrashanthS
This was last year's proposal","Hello @Suraj Sonawane !
You can take a look at the work done last year project on add zephyr support for BBAI64
https://elinux.org/BeagleBoard/GSoC/2023_Proposal/PrashanthS
This was last year's proposal",['https://elinux.org/BeagleBoard/GSoC/2023_Proposal/PrashanthS'],gsoc_planning,gsoc,2023-2024
319,dhruvag2000,dhruvag2000: You can check for the PRs created by Prashanth last year,You can check for the PRs created by Prashanth last year,[],general,gsoc,2023-2024
320,suraj0215,suraj0215: Thank you! I'll look at this to better understand the project and get started.,Thank you! I'll look at this to better understand the project and get started.,[],general,gsoc,2023-2024
321,fishes1200,"fishes1200: @Suraj Sonawane 
Gist page: https://gist.github.com/slpp95prashanth/4f09493037d564d54e9de331ee24377e","@Suraj Sonawane 
Gist page: https://gist.github.com/slpp95prashanth/4f09493037d564d54e9de331ee24377e",['https://gist.github.com/slpp95prashanth/4f09493037d564d54e9de331ee24377e'],general,gsoc,2023-2024
322,athern27,"athern27: Hello everyone,
My name is Kartik Khandelwal,a third year undergraduate student of EC Engineering from LNMIIT, Jaipur. I am currently studying embedded systems and I have also worked on deploying computer vision models on Arduino Nano BLE 33. I am also quite comfortable working on projects related to yocto. I'm excited to participate in GSOC and connecting with fellow enthusiasts.
Could you please guide me on how to get started?","Hello everyone,
My name is Kartik Khandelwal,a third year undergraduate student of EC Engineering from LNMIIT, Jaipur. I am currently studying embedded systems and I have also worked on deploying computer vision models on Arduino Nano BLE 33. I am also quite comfortable working on projects related to yocto. I'm excited to participate in GSOC and connecting with fellow enthusiasts.
Could you please guide me on how to get started?",[],gsoc_planning,gsoc,2023-2024
323,suraj0215,suraj0215: Thank you!,Thank you!,[],general,gsoc,2023-2024
324,melta101,"melta101: @lorforlinux 
Remember, during the meeting
I told that  the sidebars take up a lot of space
https://pydata-sphinx-theme.readthedocs.io/en/stable/user_guide/layout.html
it is possible to dynamically change the size of the article_container","@lorforlinux 
Remember, during the meeting
I told that  the sidebars take up a lot of space
https://pydata-sphinx-theme.readthedocs.io/en/stable/user_guide/layout.html
it is possible to dynamically change the size of the article_container",['https://pydata-sphinx-theme.readthedocs.io/en/stable/user_guide/layout.html'],kernel_dev,gsoc,2023-2024
325,lorforlinux,"lorforlinux: @melta101 This does not resolve our issue, we can increase the width `article content`  can use if primary and secondary sidebars are not available. If the sidebars are visible on any page then this doesn't work.","@melta101 This does not resolve our issue, we can increase the width `article content`  can use if primary and secondary sidebars are not available. If the sidebars are visible on any page then this doesn't work.",[],kernel_dev,gsoc,2023-2024
326,lorforlinux,lorforlinux: Without additional CSS,Without additional CSS,[],general,gsoc,2023-2024
327,lorforlinux,lorforlinux: With additional CSS,With additional CSS,[],general,gsoc,2023-2024
328,melta101,"melta101: ahh
got it","ahh
got it",[],general,gsoc,2023-2024
329,jkridner,"jkridner: Welcome! Personally, I’m looking at a different ML project based on removing commercials. I will try to post to the forum today and see what interest it generates.","Welcome! Personally, I’m looking at a different ML project based on removing commercials. I will try to post to the forum today and see what interest it generates.",[],general,gsoc,2023-2024
330,jkridner,jkridner: Welcome!! Did you go to https://bbb.io/gsoc ?,Welcome!! Did you go to https://bbb.io/gsoc ?,['https://bbb.io/gsoc'],gsoc_planning,gsoc,2023-2024
331,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
332,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
333,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
334,the_mihir_gore,"the_mihir_gore: Hello everyone. I am Mihir Gore, a sophomore at VJTI,Mumbai pursuing ECE bachelor's degree. I have worked on a cryptocurrency price forecasting project, and a gesture controlled navigation project, wherein I have learnt and implemented Deep Learning, CNNs, RNNs, Computer Vision, RandomForestRegression and Yolo Models. I have also worked on embedded systems like esp32. I am keenly interested to work and contribute on ideas involving these domains.","Hello everyone. I am Mihir Gore, a sophomore at VJTI,Mumbai pursuing ECE bachelor's degree. I have worked on a cryptocurrency price forecasting project, and a gesture controlled navigation project, wherein I have learnt and implemented Deep Learning, CNNs, RNNs, Computer Vision, RandomForestRegression and Yolo Models. I have also worked on embedded systems like esp32. I am keenly interested to work and contribute on ideas involving these domains.",[],gsoc_planning,gsoc,2023-2024
335,jkridner,jkridner: I think complexity isn't desired by GSoC administrators. I've removed from my branch.,I think complexity isn't desired by GSoC administrators. I've removed from my branch.,[],gsoc_planning,gsoc,2023-2024
336,jkridner,jkridner: @Mihir Gore did you look over https://bbb.io/gsocideas and https://bbb.io/gsocml for ideas related to your experience?,@Mihir Gore did you look over https://bbb.io/gsocideas and https://bbb.io/gsocml for ideas related to your experience?,"['https://bbb.io/gsocideas', 'https://bbb.io/gsocml']",gsoc_planning,gsoc,2023-2024
337,jkridner,"jkridner: I think the more discussion an idea gets on the forum, the more likely it'll be promoted to https://bbb.io/gsocideas","I think the more discussion an idea gets on the forum, the more likely it'll be promoted to https://bbb.io/gsocideas",['https://bbb.io/gsocideas'],gsoc_planning,gsoc,2023-2024
338,i_adarsh4,"i_adarsh4: I am adarsh from india, and I know python and ai .. I want to contribute in github what the repo and url how can I contribute..","I am adarsh from india, and I know python and ai .. I want to contribute in github what the repo and url how can I contribute..",[],general,gsoc,2023-2024
339,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
340,techgeek3,techgeek3: This seems like a really interesting idea. I have some prior ml experience. Can we expect some more ML ideas on beagleboard for Gsoc 2024?,This seems like a really interesting idea. I have some prior ml experience. Can we expect some more ML ideas on beagleboard for Gsoc 2024?,[],gsoc_planning,gsoc,2023-2024
341,unknowncosmo,"unknowncosmo: Hello everyone, my name is Sam and I am currently pursuing a bachelor's degree in Computer Engineering at the University of British Columbia. My engineering design team actually used a BeagleBone Black on our previous project and that's how I found out about GSoC too. My current experience is mostly in C and Linux which stems from my internships in firmware, however I am interested in even lower levels and would like to expand my Verilog and digital logic design experience over a longer term.
C","Hello everyone, my name is Sam and I am currently pursuing a bachelor's degree in Computer Engineering at the University of British Columbia. My engineering design team actually used a BeagleBone Black on our previous project and that's how I found out about GSoC too. My current experience is mostly in C and Linux which stems from my internships in firmware, however I am interested in even lower levels and would like to expand my Verilog and digital logic design experience over a longer term.
C",[],gsoc_planning,gsoc,2023-2024
342,darsh1193,"darsh1193: The page mentions the 2024 student application.... on the main gsoc page, they mentioned student or an open source beginner...
I wanted to know if btech grads are eligible for the beagle internship. And if yes is there anything extra expected out of them?","The page mentions the 2024 student application.... on the main gsoc page, they mentioned student or an open source beginner...
I wanted to know if btech grads are eligible for the beagle internship. And if yes is there anything extra expected out of them?",[],gsoc_planning,gsoc,2023-2024
343,dhruvag2000,"dhruvag2000: Yes absolutely BTech grads are eligible, and nothing ""extra"" is expected, same set of selection criteria applies to all.","Yes absolutely BTech grads are eligible, and nothing ""extra"" is expected, same set of selection criteria applies to all.",[],general,gsoc,2023-2024
344,dhruvag2000,dhruvag2000: Read more about the program here: https://developers.google.com/open-source/gsoc/faq,Read more about the program here: https://developers.google.com/open-source/gsoc/faq,['https://developers.google.com/open-source/gsoc/faq'],gsoc_planning,gsoc,2023-2024
345,darsh1193,darsh1193: Thanks..,Thanks..,[],general,gsoc,2023-2024
346,jkridner,jkridner: hi all!,hi all!,[],general,gsoc,2023-2024
347,jkridner,jkridner: Thanks @unknowncosmo ! I think we are trying to get some additional prerequisites to help aide in preparation.,Thanks @unknowncosmo ! I think we are trying to get some additional prerequisites to help aide in preparation.,[],general,gsoc,2023-2024
348,jkridner,jkridner: It would be good if we could remove the github-based cross-compilation requirement and give something more practical with Zephyr or Linux.,It would be good if we could remove the github-based cross-compilation requirement and give something more practical with Zephyr or Linux.,[],zephyr,gsoc,2023-2024
349,jkridner,jkridner: I've suggested a kernel module in the past.,I've suggested a kernel module in the past.,[],kernel_dev,gsoc,2023-2024
350,jkridner,jkridner: I think using CI is more important than being able to cross-compile on your own machine these days.,I think using CI is more important than being able to cross-compile on your own machine these days.,[],general,gsoc,2023-2024
351,jkridner,"jkridner: not that I like Docker, but it is a way of working for contemporary development.","not that I like Docker, but it is a way of working for contemporary development.",[],general,gsoc,2023-2024
352,jkridner,jkridner: it allows us to simply avoid the issue of our inability to create definitive programming environment definitions.,it allows us to simply avoid the issue of our inability to create definitive programming environment definitions.,[],general,gsoc,2023-2024
353,lorforlinux,"lorforlinux: Hello everyone, GSoC weekly voice meeting invite: https://discord.gg/hXvtwhre","Hello everyone, GSoC weekly voice meeting invite: https://discord.gg/hXvtwhre",['https://discord.gg/hXvtwhre'],gsoc_planning,gsoc,2023-2024
354,jkridner,jkridner: yuck. 😦,yuck. 😦,[],general,gsoc,2023-2024
355,lorforlinux,lorforlinux: @JKridner Are we keeping things chat only?,@JKridner Are we keeping things chat only?,[],general,gsoc,2023-2024
356,jkridner,"jkridner: @ChatGPT , what do you know about BeagleBoard.org Google Summer of Code internships?","@ChatGPT , what do you know about BeagleBoard.org Google Summer of Code internships?",[],general,gsoc,2023-2024
357,jkridner,jkridner: No reason to disappear just because we disconnect from voice. 😄 I hope @melta101 @lorforlinux you are still around. Who else was on voice just now?,No reason to disappear just because we disconnect from voice. 😄 I hope @melta101 @lorforlinux you are still around. Who else was on voice just now?,[],general,gsoc,2023-2024
358,melta101,"melta101: my bad,
we thought the meeting ended.","my bad,
we thought the meeting ended.",[],general,gsoc,2023-2024
359,lorforlinux,"lorforlinux: I am here, going through the message log.","I am here, going through the message log.",[],general,gsoc,2023-2024
360,jkridner,"jkridner: only the voice portion ended.... if you don't have anything to discuss, maybe it is ok to drop. I'm not sure what our agenda is for today. I have 1 agenda topic: what do we need to do to the site to make it compliant with Google's latest request.","only the voice portion ended.... if you don't have anything to discuss, maybe it is ok to drop. I'm not sure what our agenda is for today. I have 1 agenda topic: what do we need to do to the site to make it compliant with Google's latest request.",[],general,gsoc,2023-2024
361,melta101,melta101: you mean like building the kernel or creating a patch?,you mean like building the kernel or creating a patch?,[],kernel_dev,gsoc,2023-2024
362,melta101,melta101: or loading a kernel module?,or loading a kernel module?,[],kernel_dev,gsoc,2023-2024
363,lorforlinux,lorforlinux: @melta101 It's related to a message we got from Google for updating our ideas.,@melta101 It's related to a message we got from Google for updating our ideas.,[],gsoc_planning,gsoc,2023-2024
364,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
365,melta101,melta101: i was replying the Jason's previous msg talking about the prerequisite,i was replying the Jason's previous msg talking about the prerequisite,[],general,gsoc,2023-2024
366,lorforlinux,"lorforlinux: @JKridner From Google: 
> And if possible, an easy, intermediate or hard/difficult rating of each project. This helps the more inexperienced folks not get overwhelmed and they can focus on reviewing easy project ideas.","@JKridner From Google: 
> And if possible, an easy, intermediate or hard/difficult rating of each project. This helps the more inexperienced folks not get overwhelmed and they can focus on reviewing easy project ideas.",[],gsoc_planning,gsoc,2023-2024
367,unknown,GSoC Forum Bot: ,GSoC Forum Bot:,[],gsoc_planning,gsoc,2023-2024
368,jkridner,"jkridner: > Please review your org app for these common mistakes that could result in your org app being rejected.
> 
>     Project sizes need to be scoped to 90, 175 or 350 hours (you can not have a project that is 200 hours, or some other random number of hours).
>     Make sure your Project Ideas list is public so GSoC Google reviewers can access it.
>     Make sure your Project Ideas include the ALL of the required information below:
> 
> a) a project title/description
> b) more detailed description o","> Please review your org app for these common mistakes that could result in your org app being rejected.
> 
>     Project sizes need to be scoped to 90, 175 or 350 hours (you can not have a project that is 200 hours, or some other random number of hours).
>     Make sure your Project Ideas list is public so GSoC Google reviewers can access it.
>     Make sure your Project Ideas include the ALL of the required information below:
> 
> a) a project title/description
> b) more detailed description o",[],gsoc_planning,gsoc,2023-2024
369,jkridner,"jkridner: @lorforlinux In the end, to be safe, I think we need more of the information to be copied from the forum to the site on the key project ideas:
1. Let's switch our small, medium, large terminology to 90 hours, 175 hours and 350 hours.
2. Let's add links to mentors profiles on the forum
3. Let's bring in the skill elements into the site
4. Let's make sure the outcome is highlighted.
5. Let's perhaps use a dropdown or something to have a more detailed description right on the page","@lorforlinux In the end, to be safe, I think we need more of the information to be copied from the forum to the site on the key project ideas:
1. Let's switch our small, medium, large terminology to 90 hours, 175 hours and 350 hours.
2. Let's add links to mentors profiles on the forum
3. Let's bring in the skill elements into the site
4. Let's make sure the outcome is highlighted.
5. Let's perhaps use a dropdown or something to have a more detailed description right on the page",[],gsoc_planning,gsoc,2023-2024
370,lorforlinux,"lorforlinux: @darsh As per latest guidelines from Google the text here should be `GSoC contributor application`. 
Fixed that: https://openbeagle.org/gsoc/gsoc.beagleboard.io/-/merge_requests/17","@darsh As per latest guidelines from Google the text here should be `GSoC contributor application`. 
Fixed that: https://openbeagle.org/gsoc/gsoc.beagleboard.io/-/merge_requests/17",['https://openbeagle.org/gsoc/gsoc.beagleboard.io/-/merge_requests/17'],gsoc_planning,gsoc,2023-2024
371,jkridner,"jkridner: Definitely open to more ML ideas, but the big thing is to get things that excite community members with a history of contribution to jump in and mentor the effort. I have a passion for filtering junk out of the eyes of my 8 year old child.","Definitely open to more ML ideas, but the big thing is to get things that excite community members with a history of contribution to jump in and mentor the effort. I have a passion for filtering junk out of the eyes of my 8 year old child.",[],gsoc_planning,gsoc,2023-2024
372,jkridner,"jkridner: things we like to avoid are demos..... it is about building frameworks for people to augment and extend. the commercial removal idea is intended to be more of a real-time video classifier that can trigger audio/video effects, including commercial removal.","things we like to avoid are demos..... it is about building frameworks for people to augment and extend. the commercial removal idea is intended to be more of a real-time video classifier that can trigger audio/video effects, including commercial removal.",[],gsoc_planning,gsoc,2023-2024
373,jkridner,jkridner: @lorforlinux is there more we can bake into our prerequisites to show they can understand git and upstream contribution? perhaps we could make a Linux kernel that'll run on Linux such that we can boot the kernel within a CI and see a kernel module print?,@lorforlinux is there more we can bake into our prerequisites to show they can understand git and upstream contribution? perhaps we could make a Linux kernel that'll run on Linux such that we can boot the kernel within a CI and see a kernel module print?,[],kernel_dev,gsoc,2023-2024
374,jkridner,jkridner: probably boot the kernel with qemu?,probably boot the kernel with qemu?,[],kernel_dev,gsoc,2023-2024
375,jkridner,jkridner: quick google result that looks rational: https://mgalgs.io/2021/03/23/how-to-build-a-custom-linux-kernel-for-qemu-using-docker.html,quick google result that looks rational: https://mgalgs.io/2021/03/23/how-to-build-a-custom-linux-kernel-for-qemu-using-docker.html,['https://mgalgs.io/2021/03/23/how-to-build-a-custom-linux-kernel-for-qemu-using-docker.html'],kernel_dev,gsoc,2023-2024
376,jkridner,jkridner: I might be able to cook up the same for Zephyr quickly.,I might be able to cook up the same for Zephyr quickly.,[],zephyr,gsoc,2023-2024
